id_klientit,emri,mosha,gjinia,ka_veture,ka_shtepi,numri_femijeve,te_ardhurat_neto_vjetore,numri_diteve_te_punesuar,lloji_profesionit,numri_anetarve_familjes,punetor_migrant,pagesat_vjetore_te_borxhit,limiti_kreditit,perdorimi_limitit_kreditit(%),piket_kreditit,mospagesat_meparshme,mospagesa_6_muajt_fundit,mospagesa_kreditit
42157,Dashamir Vraja,39,M,Jo,Po,0.0,136372.05,365246.0,Panjohur,1.0,Jo,29865.34,44578.18,52,660.0,0,Jo,Jo
3972,Spiro Dama,32,M,Po,Po,0.0,175345.72,2193.0,Shofer,2.0,Jo,32497.29,54993.23,86,722.0,0,Jo,Jo
36626,Fation Dragoshi,43,M,Jo,Po,0.0,334488.31,7182.0,Punëtorë të thjeshtë,1.0,Jo,67570.87,68387.35,98,684.0,0,Jo,Jo
25364,Erisa Lame,43,M,Po,Po,0.0,198379.69,1423.0,Punëtorë të thjeshtë,1.0,Po,42649.81,77855.87,73,633.0,1,Po,Po
26428,Autoshkolla Pbs,55,F,Po,Po,0.0,400660.35,3247.0,Staf mjekësor,2.0,Jo,7876.16,100505.1,57,874.0,0,Jo,Jo
36905,Shpresa Piraniqi,44,M,Jo,Po,0.0,175483.1,5868.0,Staf pastrimi,2.0,Jo,37406.91,22049.76,75,932.0,0,Jo,Jo
43959,Ronaldo Gjini,24,M,Jo,Po,2.0,87744.23,3985.0,Staf gatimi,4.0,Jo,25589.46,9769.32,94,873.0,0,Jo,Jo
46729,Ledi Ahmati,44,M,Jo,Po,0.0,115991.69,7118.0,Panjohur,1.0,Jo,8122.33,13999.3,35,919.0,0,Jo,Jo
38726,Naz Alia,47,F,Jo,Po,0.0,201449.07,278.0,Menaxher,1.0,Jo,35032.64,68261.27,51,922.0,0,Jo,Jo
18320,Konsultori Femijeve,23,M,Po,Po,1.0,210670.95,2226.0,Punëtorë të thjeshtë,3.0,Jo,12729.34,43524.48,81,879.0,0,Jo,Jo
7062,Ilir Haxhiu,53,M,Jo,Jo,2.0,134066.5,542.0,Punëtorë të thjeshtë,4.0,Jo,11884.57,24765.97,13,782.0,0,Jo,Jo
38979,Sybi Behari,24,M,Jo,Jo,0.0,116024.51,235.0,Staf i shitjeve,2.0,Jo,8959.78,33063.01,53,855.0,0,Jo,Jo
8518,Xcvbn Nbvcx,23,F,Jo,Jo,1.0,196757.46,1556.0,Punëtorë të pakualifikuar,3.0,Po,48484.53,33025.36,80,591.0,1,Po,Po
567,Ruku Shani,36,F,Po,Po,0.0,112112.09,258.0,Staf i shitjeve,2.0,Jo,9936.54,19455.04,92,515.0,2,Po,Po
23941,Magdalena Beqaraj,26,M,Jo,Jo,0.0,118687.87,1442.0,Staf gatimi,2.0,Jo,11221.04,23709.25,59,676.0,0,Jo,Jo
15528,Meti Shehu,39,F,Po,Po,0.0,216060.87,1250.0,Punëtorë të thjeshtë,2.0,Jo,28717.18,35313.3,1,858.0,0,Jo,Jo
57425,Eda Metohu,37,M,Jo,Po,0.0,185973.93,365247.0,Panjohur,2.0,Jo,30517.96,59811.83,97,944.0,0,Jo,Jo
47573,Sejdin Fezollari,53,M,Jo,Jo,1.0,191045.46,5592.0,Panjohur,3.0,Jo,10110.07,24521.6,51,760.0,0,Jo,Jo
6849,Floshkito Ka,28,M,Jo,Jo,0.0,82966.69,6587.0,Staf sigurimi,1.0,Jo,19852.58,15618.57,0,754.0,0,Jo,Jo
17705,Jonida Seferi,37,M,Po,Jo,0.0,389296.68,1663.0,Shofer,1.0,Po,25441.28,103239.59,31,651.0,0,Jo,Jo
38415,Altin Hasanaj,50,M,Jo,Po,0.0,172689.98,1166.0,Staf qëndror,1.0,Jo,10632.36,28633.49,47,759.0,0,Jo,Jo
21952,Altin Krasniqi,51,F,Po,Po,0.0,134213.76,365249.0,Panjohur,2.0,Jo,19560.23,43995.8,4,778.0,0,Jo,Jo
60746,Sava Nelaj,25,M,Jo,Po,0.0,122380.05,1976.0,Punëtorë të thjeshtë,1.0,Po,15626.01,15069.06,93,821.0,0,Jo,Jo
36139,Olsed Punavija,23,M,Jo,Po,0.0,282678.06,937.0,Staf gatimi,2.0,Jo,60934.82,67773.08,23,676.0,0,Jo,Jo
62751,Ali Dema,50,M,Jo,Jo,0.0,303410.56,365246.0,Panjohur,2.0,Jo,75289.24,100248.75,23,694.0,0,Jo,Jo
64540,Edmond Shehu,51,F,Jo,Po,0.0,209293.09,166.0,Staf i shërbimeve private,2.0,Jo,55880.55,25899.36,24,765.0,0,Jo,Jo
59923,Ermira Nezaj Hamzeh,55,F,Jo,Po,1.0,233579.07,2591.0,Staf i shitjeve,3.0,Jo,34141.2,29009.5,36,694.0,0,Jo,Jo
37713,Bruna Papa,54,F,Po,Po,,138575.95,961.0,Staf i shitjeve,1.0,Jo,28881.26,28464.19,93,740.0,0,Jo,Jo
3825,Gana Gusha,45,F,Jo,Po,0.0,377774.31,6892.0,Stafi i teknologjisë së lartë,2.0,Jo,41349.41,78446.24,98,849.0,0,Jo,Jo
49550,Madalena Vyshka,31,F,Jo,Po,2.0,159742.7,3451.0,Staf i shitjeve,4.0,Jo,48752.33,59324.86,88,541.0,1,Po,Po
13167,Fabiola Alla,55,M,Jo,Jo,0.0,55829.7,365245.0,Panjohur,2.0,Jo,21765.93,13637.78,75,742.0,0,Jo,Jo
26613,Afrim Vreto,41,F,Jo,Po,2.0,312155.33,2241.0,Stafi i teknologjisë së lartë,4.0,Jo,25909.8,70224.01,83,529.0,2,Po,Po
16625,Zoe Zoe,52,M,Jo,Po,0.0,284633.47,1151.0,Menaxher,2.0,Jo,32779.47,35939.15,75,637.0,1,Po,Po
14187,Joni Kuka,39,F,Po,Po,0.0,193468.65,3474.0,Staf i shitjeve,2.0,Jo,18835.76,75175.03,21,921.0,0,Jo,Jo
25142,Marilda Shehu,43,M,Jo,Po,0.0,114410.86,7105.0,Menaxher,2.0,Po,34302.09,24654.92,60,770.0,0,Jo,Jo
31337,Joel Joel,50,M,Jo,Po,1.0,303194.53,216.0,Punëtorë të thjeshtë,3.0,Po,39644.15,47352.94,65,879.0,0,Jo,Jo
31630,Daut Sulaj,25,M,Jo,Po,0.0,170262.46,2548.0,Staf mjekësor,1.0,Po,37822.89,55992.19,30,866.0,0,Jo,Jo
35433,Alket Koroshi,26,F,Jo,Po,0.0,121143.4,1099.0,Staf gatimi,2.0,Jo,20352.95,15110.71,8,704.0,0,Jo,Jo
47758,Argjiro Lili,42,M,Jo,Po,0.0,97479.54,365246.0,Panjohur,2.0,Jo,22309.44,19108.5,66,746.0,0,Jo,Jo
62821,Gerti Kasi,34,F,Jo,Po,0.0,118992.43,2744.0,Staf sigurimi,2.0,Jo,31463.26,17124.61,95,816.0,0,Jo,Jo
36965,Aida Gjoni Zoto,50,M,Po,Po,0.0,299498.12,5458.0,Menaxher,2.0,Jo,76797.39,39365.07,44,878.0,0,Jo,Jo
36122,Pandi Mano,23,F,Jo,Po,0.0,192990.67,1970.0,Staf pastrimi,2.0,Jo,11028.88,47910.15,27,687.0,0,Jo,Jo
39270,Vega Zylaj,49,F,Po,Jo,0.0,135409.51,365250.0,Panjohur,2.0,Jo,33911.44,28257.53,32,710.0,0,Jo,Jo
42953,Bajrush Ternova,23,F,Jo,Po,0.0,198255.09,6579.0,Punëtorë të thjeshtë,1.0,Po,43273.48,42955.23,0,883.0,0,Jo,Jo
17848,Edlira Rrapaj,31,M,Po,Jo,0.0,121080.26,3184.0,Kontabilist,1.0,Jo,61717.76,29900.32,33,933.0,0,Jo,Jo
31787,Anton Shytani,54,M,Jo,Po,0.0,150184.5,120.0,Staf qëndror,1.0,Jo,15305.55,18806.97,3,875.0,0,Jo,Jo
1115,Nimet Leka,47,M,Po,Po,1.0,244358.22,311.0,Panjohur,3.0,Po,16726.92,63466.12,92,779.0,0,Jo,Jo
24412,Eduard Mustafa,54,F,Jo,Po,0.0,171006.19,5548.0,Punëtorë të thjeshtë,2.0,Jo,45459.91,53717.54,53,699.0,0,Jo,Jo
52105,Amina Haxhiu,23,F,Jo,Po,0.0,201993.74,3174.0,Staf i shitjeve,2.0,Jo,29975.05,29227.36,72,530.0,1,Po,Po
24099,Fatime Haxhiu,24,F,Jo,Jo,,115829.93,365246.0,Panjohur,2.0,Jo,38001.42,37221.31,85,737.0,0,Jo,Jo
14985,Nurije Haxhiu,36,F,Po,Po,1.0,172018.54,1902.0,Shofer,3.0,Jo,35671.39,58434.5,79,770.0,0,Jo,Jo
1275,Mira Tiran,38,F,Jo,Po,0.0,119287.82,4072.0,Punëtorë të thjeshtë,2.0,Jo,28192.25,30394.08,4,756.0,0,Jo,Jo
19105,Aisha Muha,43,F,Po,Po,0.0,283073.87,1167.0,Punëtorë të thjeshtë,1.0,Jo,27741.35,47540.3,38,807.0,0,Jo,Jo
13905,Shtepia Eluleve,33,M,Po,Po,0.0,451762.03,940.0,Staf qëndror,2.0,Jo,92500.65,66526.81,27,913.0,0,Jo,Jo
16081,Abel Belo,31,F,Po,Po,2.0,208363.36,3091.0,Panjohur,4.0,Po,30814.14,56506.07,3,692.0,0,Jo,Jo
30522,Erjola KoÃ§i,51,F,Jo,Po,0.0,97900.92,365244.0,Panjohur,2.0,Jo,24516.27,11777.54,36,684.0,0,Jo,Jo
42285,Anxhela Theo,52,M,Jo,Po,1.0,87507.95,6446.0,Punëtorë të thjeshtë,3.0,Jo,9767.52,14225.39,32,703.0,0,Jo,Jo
31356,Rovena Vyshka,42,M,Jo,Po,0.0,162849.11,1038.0,Staf i shitjeve,1.0,Jo,34463.07,27017.26,78,749.0,0,Jo,Jo
25134,Liridon Kovaci,28,F,Jo,Po,0.0,79797.54,365246.0,Panjohur,2.0,Jo,11021.25,25251.27,87,892.0,0,Jo,Jo
31087,Anna Dafa,42,M,Po,Po,0.0,178170.99,,Staf qëndror,2.0,Po,31932.33,24945.3,61,818.0,0,Jo,Jo
51541,Alb Po,40,M,Jo,Po,0.0,165437.77,474.0,Panjohur,2.0,Jo,24532.93,27214.3,62,874.0,0,Jo,Jo
48998,Ladi Alimadhi,33,M,Po,Po,0.0,220193.63,1618.0,Shofer,2.0,Jo,35411.13,63117.91,90,696.0,0,Jo,Po
54452,Adnan Beci,36,F,Jo,Po,0.0,102199.88,950.0,Punëtorë të thjeshtë,2.0,Jo,8862.76,21267.26,70,736.0,0,Jo,Jo
3956,Neritan Kolgjini,40,F,Jo,Po,1.0,117400.37,1664.0,Punëtorë të thjeshtë,2.0,Jo,19740.0,25000.27,90,878.0,0,Jo,Jo
59017,Genci Ahmeti,49,M,Po,Po,0.0,174059.59,1000.0,Staf qëndror,2.0,Jo,25934.04,58732.71,87,694.0,0,Jo,Po
52247,Genti Gjini,47,M,Po,Po,1.0,488399.88,153.0,Staf i shitjeve,3.0,Jo,51420.54,81557.32,45,925.0,0,Jo,Jo
61796,Antika Hasanaj,45,F,Po,Po,2.0,97005.28,9687.0,Punëtorë të thjeshtë,4.0,Jo,14536.37,12049.05,56,834.0,0,Jo,Jo
60932,Anja Alvi,38,F,Jo,Jo,1.0,173283.19,827.0,Punëtorë të thjeshtë,3.0,Jo,34331.09,38363.83,46,865.0,0,Jo,Jo
60271,Mimoza Kerthi,36,F,Jo,Jo,0.0,132096.11,365251.0,Panjohur,1.0,Jo,35072.43,25761.42,2,781.0,0,Jo,Jo
15648,Ermira Kola Frrokaj,51,M,Jo,Jo,1.0,247283.12,4849.0,Panjohur,3.0,Jo,31899.89,53170.38,77,863.0,0,Jo,Jo
59323,Marenglen Kociu,51,F,Po,Po,0.0,81744.64,365240.0,Panjohur,2.0,Jo,48703.14,12426.87,95,767.0,0,Jo,Jo
20060,Tela Sina,38,M,Po,Po,1.0,214395.91,2323.0,Staf i shitjeve,2.0,Po,32147.65,41714.83,8,658.0,0,Jo,Jo
64252,Fredi Prela,54,M,Jo,Jo,0.0,65139.52,365244.0,Panjohur,2.0,Jo,8539.91,21224.29,50,804.0,0,Jo,Jo
59593,Jon Begaj,53,F,Jo,Jo,0.0,288755.21,5087.0,Panjohur,2.0,Jo,36678.7,49282.5,61,704.0,0,Jo,Jo
34075,Zime Broci,39,M,Jo,Po,0.0,209172.61,9156.0,Sekretar,2.0,Jo,20422.04,28175.91,75,683.0,0,Jo,Po
19050,Gentian VanÃ§e,50,M,Po,Po,0.0,299340.46,2917.0,Menaxher,2.0,Po,36915.65,67296.28,61,738.0,0,Jo,Jo
9253,Ilir Mitrollari,37,M,Po,Po,0.0,92175.17,3152.0,Panjohur,2.0,Jo,11642.29,15755.08,83,653.0,0,Jo,Po
8864,Albania Islam,42,M,Jo,Jo,0.0,148344.9,3366.0,Punëtorë të thjeshtë,2.0,Po,29817.69,57482.74,37,760.0,0,Jo,Jo
29021,Emirjan Xhemali,48,M,Po,Po,0.0,146565.03,7120.0,Menaxher,2.0,Jo,23319.28,56471.85,53,820.0,0,Jo,Jo
34067,Edi Vrapi,54,M,Po,Po,0.0,126668.17,554.0,Punëtorë të thjeshtë,2.0,Jo,34521.81,30064.18,5,685.0,0,Jo,Jo
18111,Juli Skendo,36,M,Po,Po,2.0,61521.72,1672.0,Staf qëndror,4.0,Jo,8601.55,8403.55,82,815.0,0,Jo,Jo
57126,Tonin Kotica,29,F,Po,Po,0.0,144067.8,966.0,Panjohur,1.0,Jo,56718.98,21166.29,89,593.0,1,Po,Po
32112,Anna Ann,42,M,Po,Po,1.0,113673.41,2788.0,Punëtorë të thjeshtë,3.0,Jo,10880.61,12598.91,93,808.0,0,Jo,Jo
27708,Delion Rama,35,M,Jo,Po,2.0,167971.76,2108.0,Staf sigurimi,4.0,Jo,26854.23,30716.68,87,844.0,0,Jo,Jo
4778,Olsi Gjergji,27,M,Jo,Po,0.0,137431.62,3629.0,Kontabilist,2.0,Po,11553.74,23243.77,30,888.0,0,Jo,Jo
11943,Ilir Kolndreu,41,M,Jo,Po,0.0,287244.77,2665.0,Panjohur,1.0,Jo,25884.85,101427.67,59,702.0,0,Jo,Jo
58275,Deni Jorgji,40,M,Jo,Jo,0.0,150884.39,2381.0,Punëtorë të thjeshtë,1.0,Jo,42792.41,16541.47,38,715.0,0,Jo,Jo
35462,Fabian Haxhija,31,M,Jo,Po,0.0,171084.05,1089.0,Staf i shitjeve,2.0,Jo,29212.81,52555.43,98,758.0,0,Jo,Jo
40240,Agim Zmali,48,M,Jo,Po,0.0,73142.24,1594.0,Panjohur,2.0,Jo,10952.6,12664.66,28,873.0,0,Jo,Jo
46857,Denis Brini,36,F,Po,Po,0.0,247525.33,1933.0,Staf sigurimi,2.0,Jo,42026.37,36518.95,46,752.0,0,Jo,Jo
6138,Lavdije Bojaxhiu,25,M,Jo,Jo,0.0,95219.11,1947.0,Staf qëndror,2.0,Jo,17347.37,18489.89,23,660.0,0,Jo,Jo
56530,Elton Laci,30,F,Jo,Po,0.0,138505.57,1104.0,Punëtorë të thjeshtë,1.0,Jo,33924.96,33601.07,61,820.0,0,Jo,Jo
26825,Hajrie Laci,49,M,Jo,Po,0.0,104278.3,365241.0,Panjohur,2.0,Jo,40129.18,37771.69,65,943.0,0,Jo,Jo
22608,Simon Shella,47,F,Jo,Po,0.0,231055.52,646.0,Punëtorë të thjeshtë,1.0,Jo,35698.76,24059.25,37,681.0,0,Jo,Jo
33372,Iiliana Shella,23,F,Jo,Po,0.0,439157.26,1068.0,Sekretar,2.0,Jo,37887.68,57667.04,82,807.0,0,Jo,Jo
23436,Loreta Karanxha,43,F,Po,Po,0.0,139909.82,365247.0,Panjohur,2.0,Jo,16051.28,46739.98,67,690.0,0,Jo,Jo
59297,Dushi Ejupi,41,F,Jo,Po,0.0,92051.32,365247.0,Panjohur,2.0,Jo,7086.61,22726.54,45,833.0,0,Jo,Jo
38340,Mimoza Zgura,34,M,Jo,Po,1.0,137125.1,3789.0,Punëtorë të thjeshtë,2.0,Jo,11563.73,16245.4,31,664.0,0,Jo,Jo
44514,Drinos Selimaj,53,M,Jo,Po,0.0,83788.04,365242.0,Panjohur,1.0,Jo,13586.0,12712.96,81,638.0,1,Po,Po
23824,Odhise Ngjels,36,F,Po,Po,1.0,139275.93,89.0,Sekretar,2.0,Jo,25880.39,34912.54,45,681.0,0,Jo,Jo
50521,Adriana Qibini,39,M,Jo,Po,0.0,80165.59,1081.0,Panjohur,2.0,Jo,33957.8,20941.72,15,857.0,0,Jo,Jo
54733,Selaudin Shehu,30,M,Po,Po,0.0,169553.29,247.0,Panjohur,2.0,Jo,27789.8,27612.33,29,687.0,0,Jo,Jo
26070,Dorjan Decolli,26,M,Jo,Po,0.0,110120.31,5157.0,Panjohur,2.0,Jo,16889.91,16945.98,74,931.0,0,Jo,Jo
20389,Eduart Delisula,54,M,Jo,Po,0.0,165326.63,3093.0,Punëtorë të thjeshtë,2.0,Jo,19982.84,27847.98,38,703.0,0,Jo,Jo
10762,Irena Progni,45,M,Jo,Po,0.0,97402.58,365240.0,Panjohur,2.0,Jo,6570.17,21198.28,52,661.0,0,Jo,Jo
45337,Nardi Prifti,27,M,Jo,Po,0.0,134153.33,1677.0,Punëtorë të thjeshtë,1.0,Jo,39765.84,23491.16,99,671.0,0,Jo,Jo
39479,Ilir Cina,46,F,Jo,Po,0.0,162560.28,365250.0,Panjohur,1.0,Jo,18403.7,21211.59,7,799.0,0,Jo,Jo
18729,Cxhcg Rgizb,47,F,Jo,Po,0.0,144062.41,2354.0,Menaxher,2.0,Po,17867.67,30962.05,88,740.0,0,Jo,Jo
62544,Ori Shpendi,25,F,Po,Po,1.0,153591.97,2100.0,Panjohur,3.0,Po,46147.02,42586.72,42,895.0,0,Jo,Jo
62884,Dafi Prendi,33,M,Po,Jo,0.0,125260.44,2373.0,Staf i shitjeve,2.0,Jo,13219.27,29061.62,29,789.0,0,Jo,Jo
22708,Deni Shkenza,41,M,Jo,Po,0.0,146032.97,1766.0,Shofer,1.0,Jo,55738.83,42557.61,0,715.0,0,Jo,Jo
4954,Klajdi Spahija,31,M,Jo,Po,0.0,89840.83,2061.0,Staf qëndror,2.0,Jo,10752.51,23205.54,89,825.0,0,Jo,Jo
61052,Halil Ismailaj,34,F,Jo,Po,1.0,173943.34,2408.0,Punëtorë të thjeshtë,3.0,Po,16296.88,30527.37,88,668.0,0,Jo,Jo
48349,Paula Paula,53,F,Po,Jo,1.0,296418.27,1476.0,Sekretar,2.0,Jo,30761.89,59395.91,59,939.0,0,Jo,Jo
7085,Denada Hasa Veliu,44,M,Jo,Po,0.0,313654.93,2651.0,Panjohur,2.0,Po,34291.42,54168.29,51,719.0,0,Jo,Jo
6837,Mema Ajni,37,M,Po,Po,0.0,350760.88,217.0,Panjohur,2.0,Po,73334.26,58449.0,49,763.0,0,Jo,Jo
28491,Dejvi Njesh,23,F,Jo,Jo,0.0,48584.79,365252.0,Panjohur,2.0,Jo,10536.87,19461.18,44,755.0,0,Jo,Jo
22194,Klodjana Manuka Bala,23,F,Po,Po,1.0,232563.05,4266.0,Menaxher,3.0,Jo,16304.61,74430.22,55,679.0,0,Jo,Jo
35724,Rezarta Alla,49,M,Jo,Jo,0.0,281972.32,2478.0,Staf i shitjeve,1.0,Jo,38977.86,46404.95,68,808.0,0,Jo,Jo
55349,Qemal Alla,45,F,Jo,Po,0.0,280586.95,3170.0,Staf i shitjeve,1.0,Jo,28367.65,48340.68,39,715.0,0,Jo,Jo
32580,Lavdie Bilani,28,F,Jo,Po,0.0,203408.71,3545.0,Staf i shitjeve,2.0,Jo,41898.07,43103.32,71,705.0,0,Jo,Jo
30551,Essi Bilani,38,F,Jo,Po,0.0,161076.56,918.0,Staf i shërbimeve private,2.0,Po,49398.87,58214.65,92,605.0,1,Po,Po
53645,Kozeta Ruci,34,M,Po,Jo,3.0,1651656.75,2628.0,Menaxher,5.0,Jo,11814.34,356809.33,30,904.0,0,Jo,Jo
29818,Kliton Maraci,45,F,Jo,Jo,0.0,252665.76,365249.0,Panjohur,2.0,Jo,47163.59,64613.36,41,684.0,0,Jo,Jo
50430,Esi Esi,37,M,Po,Jo,0.0,167761.09,164.0,Shofer,2.0,Jo,37153.59,39132.06,46,693.0,0,Jo,Jo
20522,Zaim Selami,50,F,Jo,Jo,1.0,322813.46,1103.0,Punëtorë të thjeshtë,3.0,Jo,35417.67,79436.08,24,735.0,0,Jo,Jo
16414,Alketa Gjylbegu,30,M,Po,Jo,0.0,268776.1,1196.0,Shofer,2.0,Po,29131.54,71367.54,22,778.0,0,Jo,Jo
3951,Arjan Gjylbegu,54,M,Jo,Po,0.0,322359.63,827.0,Panjohur,2.0,Jo,38076.53,72569.6,72,753.0,0,Jo,Jo
23069,Arian Haveri,39,F,Jo,Po,0.0,142156.88,2625.0,Panjohur,2.0,Jo,9507.97,33701.79,41,650.0,0,Jo,Jo
27694,Mirela Selimaj,25,M,Jo,Po,1.0,130268.71,263.0,Staf qëndror,3.0,Jo,29528.49,15353.46,30,835.0,0,Jo,Jo
33888,Genc Jareci,51,F,Po,Po,1.0,395491.15,4055.0,Punëtorë të thjeshtë,3.0,Jo,37229.17,46427.48,60,680.0,0,Jo,Jo
49622,Ilka Leka,25,F,Jo,Po,0.0,135732.02,1000.0,Punëtorë të thjeshtë,2.0,Jo,27450.81,40276.61,99,822.0,0,Jo,Jo
2853,Gonxhe Kulemani,55,M,Po,Jo,0.0,101640.58,782.0,Staf i shitjeve,2.0,Jo,28573.53,38552.91,82,889.0,0,Jo,Jo
14734,Tom Shehu,41,M,Jo,Po,0.0,168894.59,2839.0,Staf mjekësor,2.0,Jo,37727.44,32754.88,72,651.0,0,Jo,Jo
16985,Sotir Ngjelo,42,M,Jo,Po,0.0,68647.66,365249.0,Panjohur,2.0,Jo,11215.34,17414.76,43,828.0,0,Jo,Jo
18919,Merko Draci,31,M,Po,Jo,2.0,80065.29,1055.0,Punëtorë të thjeshtë,4.0,Po,10807.49,9249.3,59,826.0,0,Jo,Jo
33668,Armand Sejdini,28,M,Po,Po,0.0,230686.99,4801.0,Staf i shitjeve,2.0,Jo,42753.46,53488.22,58,884.0,0,Jo,Jo
60168,Eledi Avdo,31,F,Jo,Po,0.0,106663.02,2761.0,Staf i shërbimeve private,2.0,Jo,40946.59,27142.56,95,927.0,0,Jo,Jo
53987,Elizabeta Samarxhiu,47,M,Po,Jo,0.0,553322.95,2747.0,Panjohur,1.0,Jo,68145.06,141865.08,0,850.0,0,Jo,Jo
42549,Meti Frid,30,F,Po,Po,0.0,148016.98,1353.0,Panjohur,1.0,Jo,24280.76,19750.34,32,667.0,0,Jo,Jo
49917,Denisa Koka,50,M,Po,Jo,1.0,174989.1,3587.0,Panjohur,3.0,Po,33624.44,37040.81,22,778.0,0,Jo,Jo
53617,Skender Isufi,48,M,Jo,Po,2.0,134170.39,1134.0,Staf i shitjeve,4.0,Jo,44859.46,17148.69,27,670.0,0,Jo,Jo
34120,Artur Lama,25,M,Po,Po,0.0,197263.56,2661.0,Punëtorë të thjeshtë,2.0,Jo,58040.35,40619.45,11,697.0,0,Jo,Jo
19140,Artur Mekollari,27,M,Jo,Jo,0.0,81517.39,2248.0,Staf qëndror,2.0,Jo,5412.02,20287.99,84,741.0,0,Jo,Jo
54844,Bledar Meta,45,M,Po,Po,2.0,122693.35,6607.0,Punëtorë të thjeshtë,4.0,Jo,11598.68,17930.94,84,688.0,0,Jo,Jo
40991,Brunilda Kuka,41,M,Jo,Jo,1.0,138953.41,2296.0,Stafi i teknologjisë së lartë,3.0,Jo,26015.02,33785.41,8,783.0,0,Jo,Jo
14616,Rexhep Pasha,49,M,Jo,Po,2.0,265171.42,646.0,Staf qëndror,3.0,Jo,26315.89,64690.94,25,934.0,0,Jo,Jo
1502,Lin Shaqja,44,M,Po,Jo,0.0,273165.17,365242.0,Panjohur,2.0,Jo,66071.12,67856.73,38,695.0,0,Jo,Jo
40344,Engjell Serjani,31,F,Jo,Jo,2.0,198565.03,3035.0,Punëtorë të thjeshtë,4.0,Po,37492.25,52738.4,2,762.0,0,Jo,Jo
34495,Bardhylka Thanasi,35,F,Po,Po,1.0,159544.79,3561.0,Staf qëndror,3.0,Jo,29463.92,50181.38,47,791.0,0,Jo,Jo
5660,Florinda Beluli,54,M,Jo,Po,0.0,211932.5,1105.0,Staf qëndror,2.0,Po,14937.83,46867.33,6,913.0,0,Jo,Jo
2086,Xim Pepo,40,M,Po,Po,0.0,284018.9,1050.0,Staf qëndror,2.0,Jo,60452.71,54373.29,11,723.0,0,Jo,Jo
42253,Dritan Dako,39,M,Po,Po,0.0,199838.35,429.0,Staf i shitjeve,2.0,Po,12280.86,24622.81,78,886.0,0,Jo,Jo
63694,Piro Kola,33,M,Po,Po,0.0,145081.73,982.0,Staf i shitjeve,1.0,Jo,27899.27,26002.54,12,735.0,0,Jo,Jo
51793,Hensi Dulla,31,M,Jo,Po,2.0,46379.91,505.0,Staf qëndror,4.0,Jo,22997.52,5023.93,15,832.0,0,Jo,Jo
58558,Marjus Spahija,28,M,Jo,Jo,0.0,149065.78,854.0,Punëtorë të thjeshtë,2.0,Jo,37599.33,35638.44,93,670.0,0,Jo,Jo
21364,Admir Kusi,37,F,Po,Po,0.0,133596.3,2751.0,Panjohur,2.0,Jo,42199.76,24011.4,13,912.0,0,Jo,Jo
48433,Ervin Zorba,36,M,Jo,Po,0.0,130867.92,5346.0,Panjohur,2.0,Jo,20439.21,14921.95,60,844.0,0,Jo,Jo
30666,Fatos Ramadani,43,F,Jo,Po,0.0,189370.47,365246.0,Panjohur,2.0,Jo,10273.2,28479.17,9,803.0,0,Jo,Jo
20348,Majre Levenishti,53,F,Jo,Jo,0.0,54617.94,365245.0,Panjohur,1.0,Jo,13424.69,10174.04,63,715.0,0,Jo,Jo
56725,Prona Tirane,35,F,Jo,Po,0.0,168182.35,365248.0,Panjohur,2.0,Jo,61772.79,41495.76,47,717.0,0,Jo,Jo
31563,Suela Buliqi Pirani,48,M,Jo,Po,0.0,171764.17,2546.0,Staf i gastronomisë,1.0,Jo,14212.6,28099.49,47,855.0,0,Jo,Jo
34759,Anna Kullafi,49,F,Jo,Po,0.0,134131.4,400.0,Staf i shitjeve,1.0,Jo,20843.98,14255.53,95,542.0,2,Jo,Po
28024,Ani Islamaj,27,M,Jo,Po,3.0,275994.79,1093.0,Staf qëndror,5.0,Jo,52981.97,53353.13,21,924.0,0,Jo,Jo
17473,Ismet Xhepa,31,M,Jo,Po,0.0,83398.72,365240.0,Panjohur,2.0,Jo,31986.21,16171.15,99,688.0,0,Jo,Jo
4332,Sali Likaj,52,F,Po,Jo,0.0,467339.89,550.0,Shofer,2.0,Jo,84694.34,106315.45,50,905.0,0,Jo,Jo
20720,Edmira Xhaferra,45,M,Jo,Po,0.0,167885.5,2405.0,Punëtorë të thjeshtë,2.0,Jo,36660.93,27739.02,39,722.0,0,Jo,Jo
55920,Bledar Toti,55,F,Jo,Jo,0.0,198695.82,2351.0,Stafi i teknologjisë së lartë,1.0,Jo,38131.59,65861.59,10,759.0,0,Jo,Jo
28617,Flamure Skenderi,47,M,Po,Po,0.0,201597.25,3720.0,Kontabilist,2.0,Jo,54659.82,45581.19,72,681.0,0,Jo,Jo
24325,Silvana Bejko Saqe,30,F,Jo,Po,0.0,147045.56,365248.0,Panjohur,2.0,Jo,55957.49,15718.63,84,895.0,0,Jo,Jo
59416,Alketa Qafmolla,26,M,Po,Po,0.0,222749.09,1935.0,Shofer,2.0,Jo,50950.75,41588.88,65,927.0,0,Jo,Jo
29292,Fluturak Germenji,26,F,Jo,Po,1.0,97812.74,472.0,Staf qëndror,3.0,Jo,31523.59,21845.87,62,800.0,0,Jo,Jo
2521,Eva Martini,24,F,Jo,Po,0.0,137269.37,415.0,Staf gatimi,1.0,Jo,30315.02,26125.93,84,590.0,1,Po,Po
